publisher,org_id,inventory_type,relationship_type_given,account_manager_name,account_manager_email,domain,ad_request,revenue,ads_txt_lines,ssp_domain,pub_id,relationship_type,ssp_id,ads_txt_lines_scraped,domain_scraped,inventory_type_scraped,ads_txt_url_scraped,ssp_domain_scraped,pub_id_scraped,relationship_type_scraped,ssp_id_scraped,ads_txt_status,ads_txt_status_v2,repr_error_msg,response_code
eastidahonews.com,49,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,eastidahonews.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,direct,0bfd66d529a55807",eastidahonews.com,ads.txt,https://www.eastidahonews.com/ads.txt,rubiconproject.com,24434,direct,0bfd66d529a55807,present,present,,
escapistmagazine.com,194,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,escapistmagazine.com,1000,10,"onetag.com,7e9adb1ccca08d0,reseller",onetag.com,7e9adb1ccca08d0,reseller,,"onetag.com,7e9adb1ccca08d0,reseller",escapistmagazine.com,ads.txt,https://www.escapistmagazine.com/ads.txt,onetag.com,7e9adb1ccca08d0,reseller,,present,present,,
escapistmagazine.com,194,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,escapistmagazine.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",escapistmagazine.com,ads.txt,https://www.escapistmagazine.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
fandomwire.com,13,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,fandomwire.com,1000,10,"pubmatic.com,159302,reseller,5d62403b186f2ace",pubmatic.com,159302,reseller,5d62403b186f2ace,"pubmatic.com,159302,reseller,5d62403b186f2ace",fandomwire.com,ads.txt,https://www.fandomwire.com/ads.txt,pubmatic.com,159302,reseller,5d62403b186f2ace,present,present,,
celebdirtylaundry.com,85,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,celebdirtylaundry.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",celebdirtylaundry.com,ads.txt,https://www.celebdirtylaundry.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
kvoa.com,91,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,kvoa.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",kvoa.com,ads.txt,https://www.kvoa.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
nesn.com,36,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,nesn.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",nesn.com,ads.txt,https://www.nesn.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
wftv.com,206,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wftv.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",wftv.com,ads.txt,https://www.wftv.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
wktv.com,84,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wktv.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",wktv.com,ads.txt,https://wktv.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
wpxi.com,148,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wpxi.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,"media.net,8cuv34pj4,reseller",wpxi.com,ads.txt,https://www.wpxi.com/ads.txt,media.net,8cuv34pj4,reseller,,present,present,,
wsbtv.com,65,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wsbtv.com,1000,10,"onetag.com,7e9adb1ccca08d0,reseller",onetag.com,7e9adb1ccca08d0,reseller,,"onetag.com,7e9adb1ccca08d0,reseller",wsbtv.com,ads.txt,https://www.wsbtv.com/ads.txt,onetag.com,7e9adb1ccca08d0,reseller,,present,present,,
wsoctv.com,197,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wsoctv.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",wsoctv.com,ads.txt,https://www.wsoctv.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
wpxi.com,148,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wpxi.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",wpxi.com,ads.txt,https://www.wpxi.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
comingsoon.net,110,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,comingsoon.net,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",comingsoon.net,ads.txt,https://www.comingsoon.net/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
boston25news.com,145,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,boston25news.com,1000,10,"onetag.com,7e9adb1ccca08d0,reseller",onetag.com,7e9adb1ccca08d0,reseller,,"onetag.com,7e9adb1ccca08d0,reseller",boston25news.com,ads.txt,https://www.boston25news.com/ads.txt,onetag.com,7e9adb1ccca08d0,reseller,,present,present,,
kdrv.com,176,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,kdrv.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",kdrv.com,ads.txt,https://www.kdrv.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
kooora.com,27,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,kooora.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,"media.net,8cuv34pj4,direct",kooora.com,ads.txt,https://www.kooora.com/ads.txt,media.net,8cuv34pj4,direct,,present,present,,
shefinds.com,135,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,shefinds.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",shefinds.com,ads.txt,https://www.shefinds.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
waow.com,191,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,waow.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",waow.com,ads.txt,https://www.waow.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
wsoctv.com,197,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wsoctv.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",wsoctv.com,ads.txt,https://www.wsoctv.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
wsoctv.com,197,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wsoctv.com,1000,10,"onetag.com,7e9adb1ccca08d0,reseller",onetag.com,7e9adb1ccca08d0,reseller,,"onetag.com,7e9adb1ccca08d0,reseller",wsoctv.com,ads.txt,https://www.wsoctv.com/ads.txt,onetag.com,7e9adb1ccca08d0,reseller,,present,present,,
abc12.com,108,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,abc12.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",abc12.com,ads.txt,https://abc12.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
dailydot.com,177,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,dailydot.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",dailydot.com,ads.txt,https://www.dailydot.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
maariv.co.il,53,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,maariv.co.il,1000,10,"onetag.com,7e9adb1ccca08d0,reseller",onetag.com,7e9adb1ccca08d0,reseller,,"onetag.com,7e9adb1ccca08d0,reseller",maariv.co.il,ads.txt,https://www.maariv.co.il/ads.txt,onetag.com,7e9adb1ccca08d0,reseller,,present,present,,
kiro7.com,171,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,kiro7.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,"media.net,8cuv34pj4,reseller",kiro7.com,ads.txt,https://www.kiro7.com/ads.txt,media.net,8cuv34pj4,reseller,,present,present,,
perezhilton.com,100,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,perezhilton.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",perezhilton.com,ads.txt,https://www.perezhilton.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
realclearpolitics.com,183,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,realclearpolitics.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",realclearpolitics.com,ads.txt,https://www.realclearpolitics.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
remindmagazine.com,44,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,remindmagazine.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",remindmagazine.com,ads.txt,https://www.remindmagazine.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
sheknows.com,149,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,sheknows.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",sheknows.com,ads.txt,https://www.sheknows.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
christianpost.com,207,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,christianpost.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",christianpost.com,ads.txt,https://www.christianpost.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
directoalpaladar.com,63,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,directoalpaladar.com,1000,10,"pubmatic.com,159302,reseller,5d62403b186f2ace",pubmatic.com,159302,reseller,5d62403b186f2ace,"pubmatic.com,159302,direct,5d62403b186f2ace",directoalpaladar.com,ads.txt,https://www.directoalpaladar.com/ads.txt,pubmatic.com,159302,direct,5d62403b186f2ace,present,present,,
dailypassport.com,30,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,dailypassport.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",dailypassport.com,ads.txt,https://www.dailypassport.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
fandom.com,41,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,fandom.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,"media.net,8cuv34pj4,reseller	",fandom.com,ads.txt,https://www.fandom.com/ads.txt,media.net,8cuv34pj4,reseller	,,present,present,,
kiro7.com,171,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,kiro7.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",kiro7.com,ads.txt,https://www.kiro7.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
kiro7.com,171,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,kiro7.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",kiro7.com,ads.txt,https://www.kiro7.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
kwwl.com,114,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,kwwl.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",kwwl.com,ads.txt,https://kwwl.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
mensfitness.com,179,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,mensfitness.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",mensfitness.com,ads.txt,https://www.mensfitness.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
presse-citron.net,67,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,presse-citron.net,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",presse-citron.net,ads.txt,https://www.presse-citron.net/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
wsoctv.com,197,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wsoctv.com,1000,10,"pubmatic.com,159302,reseller,5d62403b186f2ace",pubmatic.com,159302,reseller,5d62403b186f2ace,"pubmatic.com,159302,direct,5d62403b186f2ace",wsoctv.com,ads.txt,https://www.wsoctv.com/ads.txt,pubmatic.com,159302,direct,5d62403b186f2ace,present,present,,
pagesix.com,5,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,pagesix.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,,,,,,,,,missing,missing,,
express.co.uk,31,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,express.co.uk,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,,,,,,,,,missing,missing,,
fox11online.com,57,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,fox11online.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,,,,,,,,,missing,missing,,
hdontap.com,94,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,hdontap.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,,,,,,,,,missing,missing,,
archdaily.com,117,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,archdaily.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,,,,,,,,,missing,missing,,
lapatilla.com,150,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,lapatilla.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,,,,,,,,,missing,missing,,
dronedj.com,163,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,dronedj.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,,,,,,,,,missing,missing,,
kimatv.com,204,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,kimatv.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,,,,,,,,,missing,missing,,
directoalpaladar.com,63,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,directoalpaladar.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,,,,,,,,,missing,missing,,
elnuevodia.com,69,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,elnuevodia.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,,,,,,,,,missing,missing,,
marvelsnapzone.com,87,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,marvelsnapzone.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,,,,,,,,,missing,missing,,
Goniec.pl,102,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,Goniec.pl,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,,,,,,,,,missing,missing,,
krcrtv.com,138,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,krcrtv.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,,,,,,,,,missing,missing,,
ktul.com,157,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,ktul.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,,,,,,,,,missing,missing,,
leeds-live.co.uk,200,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,leeds-live.co.uk,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,,,,,,,,,missing,missing,,
cnn.com,8,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,cnn.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
basketballnetwork.net,17,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,basketballnetwork.net,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
apartmenttherapy.com,29,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,apartmenttherapy.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
komonews.com,42,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,komonews.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
katv.com,64,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,katv.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
celebdirtylaundry.com,85,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,celebdirtylaundry.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
abcnews4.com,113,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,abcnews4.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
actionnewsnow.com,116,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,actionnewsnow.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
wchstv.com,121,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wchstv.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
games.insp.com,128,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,games.insp.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
religionnews.com,132,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,religionnews.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
wset.com,137,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wset.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
gocomics.com,155,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,gocomics.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
wthitv.com,156,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wthitv.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
classicfm.com,169,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,classicfm.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,,,,,,,,,missing,missing,,
cnn.com,8,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,cnn.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,,,,,,,,,missing,missing,,
apartmenttherapy.com,29,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,apartmenttherapy.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,,,,,,,,,missing,missing,,
soaps.sheknows.com,158,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,soaps.sheknows.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,,,,,,,,,missing,missing,,
ktvo.com,174,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,ktvo.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,,,,,,,,,missing,missing,,
kimatv.com,204,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,kimatv.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,,,,,,,,,missing,missing,,
goal.com,9,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,goal.com,1000,10,"risecodes.com,67a38418e115360001678324,reseller",risecodes.com,67a38418e115360001678324,reseller,,,,,,,,,,missing,missing,,
lifehacker.com,24,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,lifehacker.com,1000,10,"risecodes.com,67a38418e115360001678324,reseller",risecodes.com,67a38418e115360001678324,reseller,,,,,,,,,,missing,missing,,
news4sanantonio.com,25,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,news4sanantonio.com,1000,10,"risecodes.com,67a38418e115360001678324,reseller",risecodes.com,67a38418e115360001678324,reseller,,,,,,,,,,missing,missing,,
sny.tv,33,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,sny.tv,1000,10,"risecodes.com,67a38418e115360001678324,reseller",risecodes.com,67a38418e115360001678324,reseller,,,,,,,,,,missing,missing,,
capitalfm.com,88,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,capitalfm.com,1000,10,"risecodes.com,67a38418e115360001678324,reseller",risecodes.com,67a38418e115360001678324,reseller,,,,,,,,,,missing,missing,,
thedrive.com,92,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,thedrive.com,1000,10,"risecodes.com,67a38418e115360001678324,reseller",risecodes.com,67a38418e115360001678324,reseller,,,,,,,,,,missing,missing,,
shefinds.com,135,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,shefinds.com,1000,10,"risecodes.com,67a38418e115360001678324,reseller",risecodes.com,67a38418e115360001678324,reseller,,,,,,,,,,missing,missing,,
lapatilla.com,150,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,lapatilla.com,1000,10,"risecodes.com,67a38418e115360001678324,reseller",risecodes.com,67a38418e115360001678324,reseller,,,,,,,,,,missing,missing,,
wtov9.com,178,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wtov9.com,1000,10,"risecodes.com,67a38418e115360001678324,reseller",risecodes.com,67a38418e115360001678324,reseller,,,,,,,,,,missing,missing,,
motorcyclistonline.com,196,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,motorcyclistonline.com,1000,10,"risecodes.com,67a38418e115360001678324,reseller",risecodes.com,67a38418e115360001678324,reseller,,,,,,,,,,missing,missing,,
kimatv.com,204,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,kimatv.com,1000,10,"risecodes.com,67a38418e115360001678324,reseller",risecodes.com,67a38418e115360001678324,reseller,,,,,,,,,,missing,missing,,
thestreet.com,3,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,thestreet.com,1000,10,"onetag.com,7e9adb1ccca08d0,reseller",onetag.com,7e9adb1ccca08d0,reseller,,,,,,,,,,missing,missing,,
refinery29.com,35,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,refinery29.com,1000,10,"onetag.com,7e9adb1ccca08d0,reseller",onetag.com,7e9adb1ccca08d0,reseller,,,,,,,,,,missing,missing,,
gothamist.com,43,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,gothamist.com,1000,10,"onetag.com,7e9adb1ccca08d0,reseller",onetag.com,7e9adb1ccca08d0,reseller,,,,,,,,,,missing,missing,,
